target_success,upper_guardrail,lower_guardrail,adjustment_pct,adjustment_mode,min_remaining_years,initial_rate,initial_wd,n_complete,success_rate,median_funded,p10_funded,median_cr,p10_cr,median_fr,p10_fr,median_avg_wd_ratio,p10_avg_wd_ratio,median_cv,median_downside_cv,median_min_wd,p10_min_wd,median_adj,median_util,p10_util,median_discounted,p10_floor_self,smoothness,score
0.950000,0.990000,0.400000,0.750000,amount,5,0.014000,14000.000000,2000,0.926000,1.000000,1.000000,4.516302,1.380578,1.000000,0.780089,8.960400,1.849903,1.164367,0.000000,14000.000000,10921.241902,8.000000,0.125446,0.025899,0.086607,0.780089,1.000000,1.144532
0.950000,0.990000,0.600000,0.500000,success_rate,5,0.014000,14000.000000,2000,0.941000,1.000000,1.000000,4.615894,1.379104,1.000000,0.715646,9.117798,1.873899,1.200075,0.000000,14000.000000,10019.045988,10.000000,0.127649,0.026235,0.087734,0.715646,1.000000,1.144044
0.950000,0.990000,0.300000,0.750000,amount,5,0.014000,14000.000000,2000,0.918500,1.000000,1.000000,4.483341,1.362955,1.000000,0.788853,8.929503,1.818368,1.149527,0.000000,14000.000000,11043.944676,8.000000,0.125013,0.025457,0.086028,0.788853,1.000000,1.141932
0.950000,0.990000,0.400000,0.050000,success_rate,5,0.014000,14000.000000,2000,0.939500,1.000000,1.000000,4.257634,1.240548,1.000000,1.000000,8.539118,1.591601,1.286071,0.000000,14000.000000,14000.000000,28.000000,0.119548,0.022282,0.080061,1.000000,1.000000,1.138623
0.950000,0.990000,0.300000,0.050000,success_rate,5,0.014000,14000.000000,2000,0.937000,1.000000,1.000000,4.252087,1.238261,1.000000,1.000000,8.539118,1.586254,1.283836,0.000000,14000.000000,14000.000000,28.000000,0.119548,0.022208,0.080061,1.000000,1.000000,1.138455
0.950000,0.990000,0.100000,0.050000,success_rate,5,0.014000,14000.000000,2000,0.899500,1.000000,1.000000,4.238685,1.234079,1.000000,1.000000,8.553927,1.559009,1.278439,0.000000,14000.000000,14000.000000,27.000000,0.119755,0.021826,0.080061,1.000000,1.000000,1.138374
0.950000,0.990000,0.200000,0.050000,success_rate,5,0.014000,14000.000000,2000,0.921500,1.000000,1.000000,4.243549,1.234079,1.000000,1.000000,8.544106,1.569064,1.283836,0.000000,14000.000000,14000.000000,28.000000,0.119617,0.021967,0.080099,1.000000,1.000000,1.138288
0.950000,0.990000,0.500000,0.500000,success_rate,5,0.014000,14000.000000,2000,0.935500,1.000000,1.000000,4.594753,1.369368,1.000000,0.700397,9.075537,1.862216,1.186725,0.000000,14000.000000,9805.563276,10.000000,0.127058,0.026071,0.087206,0.700397,1.000000,1.136824
0.950000,0.990000,0.100000,0.250000,amount,1,0.014000,14000.000000,2000,0.879500,1.000000,0.984615,4.571916,1.290944,1.000000,1.000000,9.146102,1.690551,1.308620,0.006772,14000.000000,14000.000000,20.000000,0.128045,0.023668,0.086204,1.000000,0.880708,1.132508
0.950000,0.990000,0.500000,0.050000,success_rate,5,0.014000,14000.000000,2000,0.958000,1.000000,1.000000,4.257296,1.246096,1.000000,0.963020,8.530270,1.608309,1.286071,0.000000,14000.000000,13482.285512,29.000000,0.119424,0.022516,0.079898,0.963020,1.000000,1.130798
0.950000,0.990000,0.500000,0.500000,amount,5,0.014000,14000.000000,2000,0.948500,1.000000,1.000000,4.530351,1.365034,1.000000,0.698743,8.959299,1.839412,1.199648,0.000000,14000.000000,9782.401160,11.000000,0.125430,0.025752,0.086487,0.698743,1.000000,1.127515
0.950000,0.990000,0.600000,0.250000,amount,5,0.014000,14000.000000,2000,0.951000,1.000000,1.000000,4.379496,1.308768,1.000000,0.824724,8.674511,1.742549,1.228365,0.000000,14000.000000,11546.136468,18.000000,0.121443,0.024396,0.083296,0.824724,1.000000,1.125135
0.950000,0.990000,0.600000,0.500000,amount,5,0.014000,14000.000000,2000,0.953000,1.000000,1.000000,4.570721,1.382746,1.000000,0.674563,8.959299,1.852635,1.207822,0.000000,14000.000000,9443.880080,11.000000,0.125430,0.025937,0.086717,0.674563,1.000000,1.123784
0.950000,0.990000,0.400000,0.750000,success_rate,5,0.014000,14000.000000,2000,0.908000,1.000000,1.000000,4.529720,1.390609,1.000000,0.683840,8.894579,1.866068,1.157398,0.000000,14000.000000,9573.766807,7.000000,0.124524,0.026125,0.086818,0.683840,1.000000,1.122969
0.950000,0.990000,0.600000,0.050000,success_rate,5,0.014000,14000.000000,2000,0.959500,1.000000,1.000000,4.262298,1.246998,1.000000,0.914472,8.544106,1.624436,1.287864,0.000000,14000.000000,12802.612745,29.000000,0.119617,0.022742,0.080061,0.914472,1.000000,1.122814
0.950000,0.990000,0.500000,0.250000,amount,5,0.014000,14000.000000,2000,0.946000,1.000000,1.000000,4.353484,1.303463,1.000000,0.832219,8.680366,1.697241,1.221545,0.000000,14000.000000,11651.061133,18.000000,0.121525,0.023761,0.082205,0.832219,1.000000,1.122241
0.950000,0.990000,0.700000,0.100000,success_rate,5,0.014000,14000.000000,2000,0.998000,1.000000,1.000000,4.454381,1.314531,1.000000,0.762401,8.851877,1.714990,1.280968,0.001029,14000.000000,10673.620744,23.000000,0.123926,0.024010,0.083400,0.762401,0.979834,1.117394
0.950000,0.990000,0.100000,0.250000,amount,5,0.014000,14000.000000,2000,0.867000,1.000000,0.984615,4.345928,1.267908,1.000000,1.000000,8.639173,1.619788,1.208233,0.000000,14000.000000,14000.000000,17.000000,0.120948,0.022677,0.082428,1.000000,1.000000,1.116696
0.950000,0.990000,0.600000,0.250000,amount,1,0.014000,14000.000000,2000,0.963000,1.000000,1.000000,4.638725,1.366620,1.000000,0.824724,9.165982,1.810934,1.328233,0.014653,14000.000000,11546.136468,21.000000,0.128324,0.025353,0.086183,0.824724,0.773365,1.116427
0.950000,0.990000,0.500000,0.250000,amount,1,0.014000,14000.000000,2000,0.959000,1.000000,1.000000,4.623618,1.349483,1.000000,0.826517,9.153304,1.763968,1.318797,0.013645,14000.000000,11571.237418,20.000000,0.128146,0.024696,0.085776,0.826517,0.785604,1.115866
0.950000,0.990000,0.500000,0.750000,amount,5,0.014000,14000.000000,2000,0.943000,1.000000,1.000000,4.572683,1.394159,1.000000,0.582528,8.957607,1.891759,1.175562,0.000000,14000.000000,8155.394696,8.000000,0.125407,0.026485,0.087006,0.582528,1.000000,1.107389
0.950000,0.990000,0.600000,0.750000,success_rate,5,0.014000,14000.000000,2000,0.931500,1.000000,1.000000,4.611604,1.431276,1.000000,0.552812,8.962179,1.896299,1.176531,0.000000,14000.000000,7739.370718,8.000000,0.125471,0.026548,0.088013,0.552812,1.000000,1.104848
0.950000,0.990000,0.500000,0.750000,success_rate,5,0.014000,14000.000000,2000,0.926000,1.000000,1.000000,4.566110,1.416158,1.000000,0.576586,8.925873,1.880623,1.164895,0.000000,14000.000000,8072.201832,8.000000,0.124962,0.026329,0.087091,0.576586,1.000000,1.104437
0.950000,0.990000,0.600000,0.750000,amount,5,0.014000,14000.000000,2000,0.947000,1.000000,1.000000,4.629138,1.417416,1.000000,0.513709,9.019830,1.913854,1.185373,0.000000,14000.000000,7191.924307,9.000000,0.126278,0.026794,0.088242,0.513709,1.000000,1.101296
0.950000,0.990000,0.200000,0.500000,amount,1,0.014000,14000.000000,2000,0.931500,1.000000,1.000000,4.795022,1.369997,1.000000,0.998147,9.513942,1.772691,1.263024,0.079403,14000.000000,13974.060039,13.000000,0.133195,0.024818,0.089337,0.998147,0.386390,1.100240
0.950000,0.990000,0.700000,0.050000,success_rate,5,0.014000,14000.000000,2000,0.999500,1.000000,1.000000,4.220986,1.245852,1.000000,0.818749,8.497099,1.643166,1.287419,0.000000,14000.000000,11462.479438,30.000000,0.118959,0.023004,0.079530,0.818749,1.000000,1.100198
