target,upper,lower,adj,mode,min_remain,envs_total,envs_top_effFR,envs_top_cew,envs_top_both,mean_eff_funded,min_eff_funded,mean_median_cew,min_median_cew,mean_swr,min_swr,mean_eff_sr,pct_top_effFR,pct_top_cew,pct_top_both
0.85,0.9,0.8,0.2,success_rate,5,54,0,9,0,0.8257181584362141,0.5912111111111111,37676.675535952774,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6559444444444444,0.0,0.16666666666666666,0.0
0.85,0.9,0.8,0.25,success_rate,1,54,0,36,0,0.8203330761316872,0.5865777777777778,38060.70853704997,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6445277777777777,0.0,0.6666666666666666,0.0
0.85,0.9,0.8,0.25,success_rate,3,54,0,36,0,0.8204087962962964,0.5866333333333335,37944.96150232289,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6468333333333334,0.0,0.6666666666666666,0.0
0.85,0.9,0.8,0.25,success_rate,5,54,0,27,0,0.8204875,0.5866666666666668,37831.046061594745,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6497222222222222,0.0,0.5,0.0
0.85,0.95,0.2,0.15,success_rate,1,54,0,3,0,0.8342428497942387,0.6026222222222223,37464.295010526985,2.4733822537515934e-10,0.038638528141382585,0.0311785714285714,0.6523055555555556,0.0,0.05555555555555555,0.0
0.85,0.95,0.2,0.15,success_rate,3,54,0,0,0,0.834210853909465,0.6026888888888888,37307.87234752013,2.4733822537515934e-10,0.038638528141382585,0.0311785714285714,0.6506759259259259,0.0,0.0,0.0
0.85,0.95,0.2,0.2,success_rate,1,54,0,9,0,0.8298042181069959,0.5933333333333333,37660.38620355683,2.3744016841601995e-10,0.038638528141382585,0.0311785714285714,0.6437222222222223,0.0,0.16666666666666666,0.0
0.85,0.95,0.2,0.25,success_rate,1,54,0,21,0,0.8263505144032921,0.5875555555555555,37795.597107889414,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6378611111111111,0.0,0.3888888888888889,0.0
0.85,0.95,0.5,0.15,success_rate,1,54,0,0,0,0.8366473765432099,0.6043333333333333,37411.01917634069,2.4733822537515934e-10,0.038638528141382585,0.0311785714285714,0.6655462962962964,0.0,0.0,0.0
0.85,0.95,0.5,0.2,success_rate,1,54,0,9,0,0.8314598251028806,0.5964777777777779,37622.09903629943,2.473382253751593e-10,0.038638528141382585,0.0311785714285714,0.6564351851851852,0.0,0.16666666666666666,0.0
0.85,0.95,0.5,0.2,success_rate,3,54,0,0,0,0.8315025205761317,0.5965444444444444,37493.15957368508,2.473382253751593e-10,0.038638528141382585,0.0311785714285714,0.6575925925925925,0.0,0.0,0.0
0.85,0.95,0.5,0.2,success_rate,5,54,0,3,0,0.8315080246913581,0.5967111111111111,37367.369215615545,2.473382253751593e-10,0.038638528141382585,0.0311785714285714,0.6591574074074075,0.0,0.05555555555555555,0.0
0.85,0.95,0.5,0.25,success_rate,1,54,0,18,0,0.8270890432098765,0.5907333333333333,37792.47385475889,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6501203703703703,0.0,0.3333333333333333,0.0
0.85,0.95,0.5,0.25,success_rate,3,54,0,0,0,0.827146450617284,0.5907777777777778,37641.54742773805,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6517777777777778,0.0,0.0,0.0
0.85,0.95,0.5,0.25,success_rate,5,54,0,6,0,0.8271512345679013,0.5908555555555556,37531.87087310684,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6532777777777778,0.0,0.1111111111111111,0.0
0.85,0.95,0.7,0.2,success_rate,1,54,0,0,0,0.8311002057613168,0.5996333333333334,37481.10541219118,2.4733822537515934e-10,0.038638528141382585,0.0311785714285714,0.6623333333333333,0.0,0.0,0.0
0.85,0.95,0.7,0.25,success_rate,1,54,0,12,0,0.826889866255144,0.5948,37596.279846126505,2.473382253751593e-10,0.038638528141382585,0.0311785714285714,0.6568148148148149,0.0,0.2222222222222222,0.0
0.85,0.95,0.7,0.25,success_rate,3,54,0,3,0,0.8269538580246915,0.5948333333333333,37470.46537682929,2.473382253751593e-10,0.038638528141382585,0.0311785714285714,0.658787037037037,0.0,0.05555555555555555,0.0
0.85,0.95,0.7,0.25,success_rate,5,54,0,9,0,0.8270281893004116,0.5949333333333334,37327.494899038786,2.473382253751593e-10,0.038638528141382585,0.0311785714285714,0.6619166666666666,0.0,0.16666666666666666,0.0
0.95,0.9,0.5,0.05,amount,1,54,7,6,3,0.9493858539094651,0.8637,47782.57498220707,36460.5102196674,0.028290950576237015,0.0219,0.8845648148148149,0.12962962962962962,0.1111111111111111,0.05555555555555555
