Year,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
1975,0.6130878953207712,0.8021505163044462,0.6434970137795313,0.6467551082782399,0.6699805251980511,0.6207031970731021,0.646641099871663,0.5077604977194827,0.5893809567803683,0.46667984768510773,0.4169766474621812,0.5686781146706534,0.5050379726989238,0.5818443698120583,0.3897034735337883,0.42110961267767055,0.5015251483210865,0.5426916405024331,0.6440223946492869,0.6871659456386237,0.3093956757024314,0.47026974515908826,0.27775962765080053,0.4929155029760921,0.37962065073461293
1976,0.46468031225941053,0.3952036180066285,0.48043975523996485,0.5338626984626142,0.6011644032427248,0.329696711340407,0.38810808387801465,0.445474575793426,0.5304078129589544,0.6928968578372332,0.30023044036185587,0.42655929489305144,0.4792060441498167,0.5227704719271717,0.5833581194482902,0.21610851302213874,0.37651169610852864,0.4949959304105034,0.4679004715012427,0.5366261618820978,0.12335614330073019,0.32999351167094937,0.3961364630602038,0.356128657445413,0.45105719063606386
1977,0.24006540049174396,0.2420199608287159,0.2545089028606127,0.2524375224864368,0.30291357320986867,0.15637268504188206,0.1711942468359493,0.14914837831269434,0.1909390703276681,0.18108460579694352,0.10804964673281692,0.13998585485199544,0.12325558431520989,0.12024053958225167,0.10997375987621338,-0.024188959550706546,0.010118552285116156,0.05244985889104825,0.052571888940069256,0.04811276911765816,-0.11545953639821838,-0.09891727662356264,-0.007321641813324176,-0.013145186866694414,-0.023984690878628312
1978,0.26670670251077055,0.23001811869270616,0.25366598947863306,0.2072994350737698,0.27524022805599624,0.18573838954330402,0.11878069374249245,0.1989088287620724,0.2310802667724079,0.19865613105096225,0.1356091248815554,0.139437014639463,0.15180871289623177,0.08000077462738941,0.17317863438099357,0.0861023360120805,0.07360900904989331,0.05498410974073398,0.09502697747065048,0.1195327475427781,0.06707147936825253,0.034096639194139744,0.10027127308337436,0.037659997016744384,-0.024970749307819062
1979,0.5544869782236497,0.4670147277946042,0.30875937324023317,0.3713461103020823,0.3930162610445669,0.5535429828432725,0.4057415196845242,0.2837318626366965,0.30957155001728043,0.40217959355712307,0.4235283447460194,0.2953406574169952,0.3313630513542818,0.3219788895285336,0.46376894495439025,0.36438406427612424,0.3166727323048708,0.29015374194043275,0.2572744834052565,0.28381633436998577,0.07756059295933748,0.31211883225232984,0.20863634881681792,0.19141530646522886,0.1763038234257115
1980,0.6481102731386499,0.39515568573276005,0.3254697257070751,0.2647416620324179,0.27453002681199834,0.5235281367466735,0.4524880211521367,0.2453734998764967,0.27557630857533844,0.2332156022424956,0.4789956168674563,0.31978072553513703,0.261394048637521,0.20885492555247254,0.11833948829115593,0.502254356972945,0.42440253310003295,0.2791738128606964,0.08817800625091521,0.14420290726219975,0.3331278152492012,0.38516669719840313,0.42174798059839946,0.21628844127745417,0.18546697464671924
1981,-0.2492104896450893,0.04219053674001905,0.13963390149353083,0.1769345629743735,0.16801410599455635,-0.10873237934336555,0.05863936811634951,0.130594334686706,0.18961345913088845,0.20060193428640183,-0.06340625105040065,0.06011775197376035,0.09556080551589963,0.12054853803854582,0.1776875550292223,-0.03243482653276175,-0.01122136156095177,0.09128259638498659,0.1099404115927014,0.12928852126798795,-0.08779524979854947,-0.08578792465324847,-0.17169071257558854,0.05748429503393271,0.16518473271618261
1982,0.16626603189159428,0.3053330013747746,0.4142039595968525,0.33168100795721633,0.4139632551065431,0.1268939341581612,0.3284696073181812,0.31459298098001454,0.34327806820493056,0.4095221069206132,0.18784776949810755,0.3878195439151011,0.2899757114292625,0.2728050735517309,0.47936442506725485,0.15931333676298687,0.16667067537212255,0.29699746265536975,0.2813602586927615,0.4170773719616525,0.2376308814927255,0.1462705749026878,0.16277967502919566,0.24152187492983046,0.24781933902356368
1983,0.1386946383006924,0.3778022915405779,0.44989840542706827,0.45644604953156187,0.5861360597639111,0.15366152358446938,0.2879611486811553,0.3996351224529775,0.4872398435301091,0.45072929602421796,0.17038191088458077,0.2969495357834393,0.3929153654090001,0.37344024847207713,0.42589458768208766,0.1704751182003439,0.23288946340812178,0.28260685789678486,0.2708682590816882,0.3198116353930762,0.15896816574618633,0.15307896478704208,0.2267108950862704,0.23957235883862937,0.282773690903803
1984,-0.24668922582741926,-0.09095127814685311,-0.06388758456958865,0.007119096646640122,0.041998051275450976,-0.1882818784212844,-0.02041193101594574,0.0528986863188845,0.06501768966558452,0.11898319377034317,-0.07563757702537321,0.03199760584515143,0.017088594302729687,0.04897003919592713,0.11405085662041903,-0.0658186088495526,-0.004771384968456305,0.012648594736522467,0.03167827379103394,0.13606477729251587,0.0025355971837566216,0.0818119068858052,0.05298270992523846,0.09272708841447952,0.22306124331611255
